Source.Name,Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Reported,Avg,Median,Percentile (25),Percentile (75),High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCO-2022S-PSYO.csv,UBCO,2022,S,PSYO,380,E,1,Special Topics in Psychology,Rebecca Godard,10,78.4,82.5,72.8,90.8,99,25,,,,,,,,,,,
UBCO-2022S-PSYO.csv,UBCO,2022,S,PSYO,380,F,1,Special Topics in Psychology,Gizem Keskin Boyaci,58,79,81.5,73,87,99,47,,,,,,7,8,,8,17,7
UBCO-2022S-PSYO.csv,UBCO,2022,S,PSYO,380,G,1,Special Topics in Psychology,Kirthana Ganesh,25,77.2,86,78,94,97,0,,,,,,,,,,,11
UBCO-2022S-PSYO.csv,UBCO,2022,S,PSYO,380,H,101,Special Topics in Psychology,Katherine Rose,59,82.7,83,74,93.5,100,58,,,,,,,7,,12,7,19
UBCO-2022S-PSYO.csv,UBCO,2022,S,PSYO,380,I,1,Special Topics in Psychology,Chloe Briggs,23,74.4,73,66.5,86.5,98,36,,,,,6,,,,,,
UBCO-2022S-PSYO.csv,UBCO,2022,S,PSYO,380,K,1,Special Topics in Psychology,Jill Robinson,148,80.6,82,76,88,98,41,,,,6,7,6,13,24,31,37,21
UBCO-2022S-PSYO.csv,UBCO,2022,S,PSYO,380,L,1,Special Topics in Psychology,Anne Tseu,32,83,90,82.8,93.3,97,15,,,,,,,,,,,17
UBCO-2022S-PSYO.csv,UBCO,2022,S,PSYO,380,T,1,Special Topics in Psychology,Cassidy Wallis,57,84.1,87,76,91,100,49,,,,,,,6,,8,11,22
UBCO-2022S-PSYO.csv,UBCO,2022,S,PSYO,380,Y,101,Special Topics in Psychology,Kaylee Misener,57,73.9,76,70,86,98,4,,,,,,8,8,8,6,9,7
UBCO-2022S-PSYO.csv,UBCO,2022,S,PSYO,512,,1,Ethics and Professional Standards in Clinical Psychology,Jessica Driscoll,7,91.4,90,88.5,93,99,88,,,,,,,,,,,
UBCO-2022S-PSYO.csv,UBCO,2022,S,PSYO,524,,1,Clinical Supervision,Maya Libben,11,99.5,100,99.5,100,100,98,0,0,0,0,0,0,0,0,0,0,11
UBCO-2022S-PSYO.csv,UBCO,2022,S,PSYO,526,,1,Program Evaluation,Kimberly Kreklewetz,11,94.2,94,93,95,96,93,0,0,0,0,0,0,0,0,0,0,11
UBCO-2022S-SOCI.csv,UBCO,2022,S,SOCI,111,,1,Introduction to Sociology I,Matt Husain,54,87.7,90,85,94,99,67,,,,,,,,,,11,30
UBCO-2022S-SOCI.csv,UBCO,2022,S,SOCI,217,,1,Introduction to Sociology of Gender,Anastasia Kulpa,23,71.9,75,70,82,96,3,,,,,,,,,6,,
UBCO-2022S-SOCI.csv,UBCO,2022,S,SOCI,485,A,101,Sociology of Health and Illness,Laura Mudde,24,83.3,84,79.8,88.8,97,63,,,,,,,,,7,,6
UBCO-2022S-SOCW.csv,UBCO,2022,S,SOCW,515,,1,Social Welfare Policy in Canada,Shereen Ismael,24,79.9,79.5,75.8,84.3,91,72,,,,,,,6,6,6,,
UBCO-2022S-SOCW.csv,UBCO,2022,S,SOCW,525,,1,Human Development for Clinical Social Work,Sarah Dow-Fleisner,31,92.6,94,89,97,100,79,,,,,,,,,,6,23
UBCO-2022S-SOCW.csv,UBCO,2022,S,SOCW,525,,2,Human Development for Clinical Social Work,Andrea Antonishen,30,83.1,83,81,86,89,73,,,,,,,,,12,13,
UBCO-2022S-SOCW.csv,UBCO,2022,S,SOCW,560,,1,Braiding Indigenous Knowledge Into Clinical Practice,Laura Hockman,14,95.6,96,94.3,96.8,99,92,0,0,0,0,0,0,0,0,0,0,14
UBCO-2022S-SOCW.csv,UBCO,2022,S,SOCW,562,,1,Cognitive Behavioral Therapy,Linda Kongnetiman,29,92.1,93,90,94,97,83,,,,,,,,,,,23
UBCO-2022S-SOCW.csv,UBCO,2022,S,SOCW,563,,1,Social Work in Health Care,Donna Jansons,25,96.4,97,95,99,100,90,0,0,0,0,0,0,0,0,0,0,25
UBCO-2022S-SPAN.csv,UBCO,2022,S,SPAN,101,,1,Beginners' Spanish I,Carmen Miranda-Barrios,29,80.7,85,80,89,94,13,,,,,,,,,7,8,7
UBCO-2022S-SPAN.csv,UBCO,2022,S,SPAN,102,,1,Beginners' Spanish II,Carmen Miranda-Barrios,18,75.9,76,68,87.3,94,52,,,,,,,,,,,
UBCO-2022S-SPAN.csv,UBCO,2022,S,SPAN,201,,1,Advanced Beginners' Spanish I,Cynthia Hernandez Garcia,21,81.8,82,77,90,98,30,,,,,,,,,,,6
UBCO-2022S-SPAN.csv,UBCO,2022,S,SPAN,202,,1,Advanced Beginners' Spanish II,Carmen Miranda-Barrios,19,72.9,77,65.5,82,94,35,,,,,,,,,,,
UBCO-2022S-STAT.csv,UBCO,2022,S,STAT,121,,1,Elementary Statistics,Mojtaba Pasha,10,76.6,80.5,71.3,85,95,44,,,,,,,,,,,
UBCO-2022S-STAT.csv,UBCO,2022,S,STAT,124,,101,Business Statistics,Shambhavi Singh,17,65.6,70,51,75,99,25,,,,,,,,,,,
UBCO-2022S-STAT.csv,UBCO,2022,S,STAT,230,,101,Introductory Statistics,Yas Yamin,18,65.1,70,62.8,74.8,80,16,,,,,,,,,,,
UBCO-2022S-STAT.csv,UBCO,2022,S,STAT,303,,101,Introduction to Probability,Chad Davis,11,70.9,83,60,86,93,29,,,,,,,,,,,
UBCO-2022S-VISA.csv,UBCO,2022,S,VISA,102,,1,Drawing and Two-Dimensional Art Practices I,Patrick Lundeen,17,81,83,78,86,90,62,,,,,,,,,,,
UBCO-2022S-VISA.csv,UBCO,2022,S,VISA,106,,1,Introduction to Digital Media I,Jacen Dennis,20,83.5,87.5,84,92,97,0,,,,,,,,,6,,8
UBCO-2022S-VISA.csv,UBCO,2022,S,VISA,110,,1,Studies in Photography,Ramey Newell,19,70.9,80,68.5,84.5,91,0,,,,,,,,,,,
UBCO-2022S-VISA.csv,UBCO,2022,S,VISA,460,L,1,Special Topics in Visual Art,Tania Willard,6,85,86,83,87.5,90,78,,,,,,,,,,,
UBCO-2022S-VISA.csv,UBCO,2022,S,VISA,460,M,101,Special Topics in Visual Art,David Doody,9,87.6,90,87,91,96,69,,,,,,,,,,,
UBCO-2022S-WRLD.csv,UBCO,2022,S,WRLD,150,,1,Introduction to Intercultural Communication,Laura Ã‰lie,38,79.4,86,76.5,93.8,97,1,,,,,,,,,6,6,15
UBCO-2022S-WRLD.csv,UBCO,2022,S,WRLD,399,B,1,Special Topics in World Literatures,Lara Netting,34,81.1,81,78.5,84.8,93,68,,,,,,,,,16,6,
UBCV-2021S-ACAM.csv,UBCV,2021,S,ACAM,390,A,1,Asian Migrations in a Global Context,Henry Yu,20,93.9,94.5,91.5,97.3,100,85,,,,,,,,,,,16
UBCV-2021S-ADHE.csv,UBCV,2021,S,ADHE,327,,,Teaching Adults,Pierre Walter,29,86.7,88,85,89,93,76,,,,,,,,,,15,7
UBCV-2021S-ADHE.csv,UBCV,2021,S,ADHE,327,,,Teaching Adults,Dave Smulders,21,84.6,83,82,90,94,75,,,,,,,,,6,,6
UBCV-2021S-ADHE.csv,UBCV,2021,S,ADHE,327,,,Teaching Adults,Dave Smulders,19,86.8,87,84.5,90.5,94,75,,,,,,,,,,7,7
UBCV-2021S-ADHE.csv,UBCV,2021,S,ADHE,328,,,Institutions of Adult Education,Vicheth Sen,20,84.6,85,82,88,92,73,,,,,,,,,6,7,
UBCV-2021S-ADHE.csv,UBCV,2021,S,ADHE,328,,,Institutions of Adult Education,Vicheth Sen,23,85.9,87,83.5,89,92,68,,,,,,,,,,12,
UBCV-2021S-ADHE.csv,UBCV,2021,S,ADHE,328,,,Institutions of Adult Education,Bathseba Opini,22,91.4,94,91,95,95,76,,,,,,,,,,,17
UBCV-2021S-ADHE.csv,UBCV,2021,S,ADHE,329,,,"Developing Short Courses, Workshops and Seminars",Omer Aijazi,29,85.8,86,82,89,94,77,,,,,,,,,8,13,6
UBCV-2021S-ADHE.csv,UBCV,2021,S,ADHE,329,,,"Developing Short Courses, Workshops and Seminars",Omer Aijazi,28,84.1,85.5,80,90,94,68,,,,,,,,,7,6,9
UBCV-2021S-ADHE.csv,UBCV,2021,S,ADHE,329,,,"Developing Short Courses, Workshops and Seminars",Stephanie Glick,20,87.4,86.5,84.8,88.5,95,79,,,,,,,,,,10,
UBCV-2021S-ADHE.csv,UBCV,2021,S,ADHE,330,,,The Community Practice of Adult Education,Deonarine Bishundayal,26,90.6,91.5,88,93.8,97,77,,,,,,,,,,8,16
UBCV-2021S-ADHE.csv,UBCV,2021,S,ADHE,330,,,The Community Practice of Adult Education,Deonarine Bishundayal,25,85.1,91,87,93,96,0,,,,,,,,,,7,13
UBCV-2021S-ADHE.csv,UBCV,2021,S,ADHE,330,,,The Community Practice of Adult Education,Deonarine Bishundayal,26,89.3,92,86.5,95,97,71,,,,,,,,,,,16
UBCV-2021S-ADHE.csv,UBCV,2021,S,ADHE,412,,,An Overview of Adult Education,Carolina Palacios,21,76.9,78,76,81,84,62,,,,,,,,7,9,,
UBCV-2021S-ADHE.csv,UBCV,2021,S,ADHE,412,,,An Overview of Adult Education,Carolina Palacios,16,75.2,75,70,81.3,83,65,,,,,,,,,6,,
UBCV-2021S-ADHE.csv,UBCV,2021,S,ADHE,412,,,An Overview of Adult Education,Carolina Palacios,16,78.4,80,75.5,83.5,87,62,,,,,,,,,,,
UBCV-2021S-AFST.csv,UBCV,2021,S,AFST,352,B,1,Perspectives in African Studies: A Social Science Approach,Justice Gbolonyo,16,74.9,81.5,73.3,87,95,0,,,,,,,,,,,
UBCV-2021S-ANTH.csv,UBCV,2021,S,ANTH,100,,922,Introduction to Cultural Anthropology,David Ryniker,97,71.8,74,65,78,90,33,,,6,10,8,12,19,14,15,6,
UBCV-2021S-ANTH.csv,UBCV,2021,S,ANTH,203,,1,Anthropology of Drugs,Rafael Wainer,119,72.8,76,69,82,91,10,,,,,,15,17,25,19,15,
UBCV-2021S-ANTH.csv,UBCV,2021,S,ANTH,227,,922,Introduction to Medical Anthropology,Rafael Wainer,63,73.6,75,70,82,88,4,,,,,,8,13,6,18,7,
UBCV-2021S-ANTH.csv,UBCV,2021,S,ANTH,329,A,922,Contemporary First Nations Issues,Kelly Linton,113,85.8,88,84,90,95,35,,,,,,,,,15,38,46
UBCV-2021S-ANTH.csv,UBCV,2021,S,ANTH,378,,2,Anthropology of Media,Amirpouyan Shiva,111,72.4,74,68.5,80,90,2,,,,,13,16,21,18,22,7,
UBCV-2021S-ANTH.csv,UBCV,2021,S,ANTH,378,,22,Anthropology of Media,Amirpouyan Shiva,14,74.4,77.5,67,81.5,85,53,,,,,,,,,,,
UBCV-2021S-ANTH.csv,UBCV,2021,S,ANTH,480,B,1,Urban Ethnographic Field School (UEFS),Amirpouyan Shiva,11,83.2,82,79.5,87.5,90,76,,,,,,,,,,,
UBCV-2021S-APBI.csv,UBCV,2021,S,APBI,100,,,Soil and the Global Environment,Marie-Claude Fortin,22,67.4,74,59,87.8,96,0,,,,,,,,,,,
UBCV-2021S-APBI.csv,UBCV,2021,S,APBI,200,,,Introduction to Soil Science,Sandra Brown,25,80.1,85,81,88,94,33,,,,,,,,,,8,6
UBCV-2021S-APBI.csv,UBCV,2021,S,APBI,314,,941,Animals and Society,Amelia Macrae,43,85,86,82,92,96,16,,,,,,,,6,8,11,16
UBCV-2021S-APBI.csv,UBCV,2021,S,APBI,428,,,Integrated Pest Management,Yasmin Akhtar,24,83.8,85.5,81.8,87.3,90,72,,,,,,,,,8,12,
UBCV-2021S-APBI.csv,UBCV,2021,S,APBI,462,,921,Conservation Agriculture and Biodiversity Monitoring,Juli Carrillo,10,78.5,82,73.8,83.5,88,60,,,,,,,,,,,
UBCV-2021S-APBI.csv,UBCV,2021,S,APBI,497,E,1,Directed Studies,Susan Grayston,9,91.2,91,90,92,97,88,,,,,,,,,,,8
UBCV-2021S-APPP.csv,UBCV,2021,S,APPP,504,,101,Business Acumen for Technical Leaders,Perdip Atwal;Christopher Ryan;Scott Sinclair,61,78.7,79,75,82,86,69,,,,,,,15,16,19,8,
UBCV-2021S-APPP.csv,UBCV,2021,S,APPP,504,,102,Business Acumen for Technical Leaders,Perdip Atwal;Christopher Ryan;Scott Sinclair,57,78.9,78,76,82,90,61,,,,,,,8,22,16,7,
UBCV-2021S-APSC.csv,UBCV,2021,S,APSC,160,,921,Introduction to Computation in Engineering Design,Daniel Holanda Noronha,108,81.7,85,76,91,100,25,6,,,,,7,,13,14,21,36
UBCV-2021S-APSC.csv,UBCV,2021,S,APSC,176,,,Engineering Communication,Jannik Eikenaar,24,73.1,75,68,83.3,90,36,,,,,,,,,,,
UBCV-2021S-APSC.csv,UBCV,2021,S,APSC,176,,,Engineering Communication,Jannik Eikenaar,19,59.4,58,54,70,86,2,,6,,,,,,,,,
UBCV-2021S-APSC.csv,UBCV,2021,S,APSC,179,,,Linear Algebra for Engineers,Mehran Shirazi,43,78.5,81,76,86,96,0,,,,,,,,,15,6,8
UBCV-2021S-APSC.csv,UBCV,2021,S,APSC,180,,,Statics,Peyman Yousefi,43,70.9,73,66.5,81,92,0,,,,,,8,,,11,,
UBCV-2021S-APSC.csv,UBCV,2021,S,APSC,201,,921,Technical Communication,Hongxing Estella Qi,20,72.5,72,67.3,78,89,57,,,,,,,,,,,
UBCV-2021S-APSC.csv,UBCV,2021,S,APSC,262,,921,Technology and Society II,Paul Winkelman,18,81.4,81.5,80,87,91,64,,,,,,,,,7,,
UBCV-2021S-APSC.csv,UBCV,2021,S,APSC,262,,922,Technology and Society II,Ataollah Kheyrandish;Paul Winkelman,30,81.1,82,78,85,97,58,,,,,,,,8,7,6,
UBCV-2021S-APSC.csv,UBCV,2021,S,APSC,262,,923,Technology and Society II,Sean Mcbeath;Paul Winkelman,28,81.3,83,81,85,90,56,,,,,,,,,13,9,
UBCV-2021S-APSC.csv,UBCV,2021,S,APSC,461,,101,Global Engineering Leadership,Paul Winkelman,21,80.1,80,76,88,92,64,,,,,,,,7,,,
UBCV-2021S-ARBC.csv,UBCV,2021,S,ARBC,101,,951,Beginning Classical and Quranic Arabic I,Syed Nahri,27,86.6,89,83.5,96,99,50,,,,,,,,,,6,13
UBCV-2021S-ARBC.csv,UBCV,2021,S,ARBC,102,,952,Beginning Classical and Quranic Arabic II,Syed Nahri,7,85.3,89,81.5,92.5,99,61,,,,,,,,,,,
UBCV-2021S-ARCH.csv,UBCV,2021,S,ARCH,505,I,1,Topics in Architectural History II (1900-Present),Christina Gray,38,85.5,87,84.3,90,90,70,,,,,,,,,,16,12
UBCV-2021S-ARCH.csv,UBCV,2021,S,ARCH,543,,1,Seminar: Contemporary Practice,John Bass,54,84.8,85,84,85.8,87,83,0,0,0,0,0,0,0,0,19,35,0
UBCV-2021S-ARCH.csv,UBCV,2021,S,ARCH,544,G,1,Seminar in Architecture,Leslie Van Duzer,12,81.4,81.5,80,83.3,86,77,,,,,,,,,7,,
UBCV-2021S-ARCH.csv,UBCV,2021,S,ARCH,544,N,1,Seminar in Architecture,Inge Roecker,13,82.9,84,80,85,86,76,,,,,,,,,6,6,
UBCV-2021S-ARCH.csv,UBCV,2021,S,ARCH,544,X,1,Seminar in Architecture,Lys Hermanski;Gregory Johnson;Annalisa Meyboom,16,82,82,82,82,82,82,0,0,0,0,0,0,0,0,16,0,0
UBCV-2021S-ARCH.csv,UBCV,2021,S,ARCH,544,Y,1,Seminar in Architecture,Lys Hermanski;Gregory Johnson;Annalisa Meyboom,16,87,87,87,87,87,87,0,0,0,0,0,0,0,0,0,16,0
UBCV-2021S-ARCH.csv,UBCV,2021,S,ARCH,551,,1,Communicating Construction,Gregory Johnson,45,78,80,71,90,100,0,,,,,,,,7,7,,13
UBCV-2021S-ARCH.csv,UBCV,2021,S,ARCH,577,B,1,Seminar: Design Media,Roy Cloutier,27,86.3,86,84.5,90,96,70,,,,,,,,,,10,10
UBCV-2021S-ARCH.csv,UBCV,2021,S,ARCH,577,C,1,Seminar: Design Media,Thomas Gaudin,22,79.9,83,82,84.8,90,0,,,,,,,,,15,,
UBCV-2021S-ARCH.csv,UBCV,2021,S,ARCH,577,D,1,Seminar: Design Media,Nicole Sylvia,26,85.5,86.5,82.3,89.8,92,74,,,,,,,,,,10,7
UBCV-2021S-ARCL.csv,UBCV,2021,S,ARCL,140,,921,Bones: The Origins of Humanity,Heather Robertson,132,79.9,82,74.8,88,96,31,,,,,,12,9,8,36,32,20
UBCV-2021S-ARCL.csv,UBCV,2021,S,ARCL,228,,922,Forensic Anthropology,Kaela Parker,132,85.8,89,83,93,99,29,,,,,,,,7,15,30,62
UBCV-2021S-ARCL.csv,UBCV,2021,S,ARCL,306,,100,Summer Field Training in Archaeology,Patrick Ritchie,17,91.6,92,89,95,96,86,,,,,,,,,,,12
UBCV-2021S-ARST.csv,UBCV,2021,S,ARST,575,H,941,Topics in the Management of Records,Richard Arias Hernandez,7,91.3,92,89.5,93.5,94,87,,,,,,,,,,,
UBCV-2021S-ARST.csv,UBCV,2021,S,ARST,575,N,941,Topics in the Management of Records,Mohammad Jalalzai;Victoria Lemieux;Artemij Voskobojnikov,10,82.5,82,81.3,83.8,89,78,,,,,,,,,6,,
UBCV-2021S-ARST.csv,UBCV,2021,S,ARST,587,,942,Preservation,Tara Fraser,11,87.2,88,86,89.5,93,80,,,,,,,,,,6,
UBCV-2021S-ASIA.csv,UBCV,2021,S,ASIA,200,,921,Cultural Foundations of East Asia,Tae Yeon Eom,31,77.5,81,70,86,95,41,,,,,,,,,,9,
UBCV-2021S-ASIA.csv,UBCV,2021,S,ASIA,211,,951,"Sex, Sexual Ethics, and Asian Religions",Jessica Main,58,71,76.5,69,84.8,95,2,6,,,,,9,8,6,9,10,
UBCV-2021S-ASIA.csv,UBCV,2021,S,ASIA,250,,921,Introduction to Buddhism,Jeffrey Kotyk,95,82.5,84,77.5,89,99,48,,,,,,,,12,21,24,22
UBCV-2021S-ASIA.csv,UBCV,2021,S,ASIA,300,,951,Writing and Culture in East Asia,Minoru Takano,54,74.5,76,68.3,82.8,92,47,,,,,,,8,,12,7,
UBCV-2021S-ASIA.csv,UBCV,2021,S,ASIA,304,,951,Survey of South and Southeast Asian Performing Arts,Sai Diwan,35,83.4,85,76.5,89.5,96,67,,,,,,,,,6,9,9
UBCV-2021S-ASIA.csv,UBCV,2021,S,ASIA,315,,921,Japan from Feudal to Modern State,Elijah Greenstein,52,71.8,74,67.8,80.3,89,18,,,,,,8,7,10,8,6,
UBCV-2021S-ASIA.csv,UBCV,2021,S,ASIA,320,,951,History of Early China,Clayton Ashton,95,75.1,79,71,84,92,0,,,,,6,8,11,14,22,16,7
UBCV-2021S-ASIA.csv,UBCV,2021,S,ASIA,325,,921,Hong Kong Cinema,Dongchen Hou,62,78,83.5,70.8,87,97,15,,,,,6,,,,9,19,9
UBCV-2021S-ASIA.csv,UBCV,2021,S,ASIA,326,,921,Critical Approaches to Manga and Anime,Yuki Ohsawa,64,77.5,77.5,73,84.3,92,59,,,,,,7,11,12,11,15,
UBCV-2021S-ASIA.csv,UBCV,2021,S,ASIA,326,,951,Critical Approaches to Manga and Anime,Yuki Ohsawa,57,76.1,78,71,84,95,11,,,,,,6,8,8,15,7,
UBCV-2021S-ASIA.csv,UBCV,2021,S,ASIA,339,,921,The Construction of South Asian Communities in the Diaspora,Harjot Singh Oberoi,33,87,87,86,89,90,80,,,,,,,,,,29,
UBCV-2021S-ASIA.csv,UBCV,2021,S,ASIA,345,,921,Chinese Film Classics,Christopher Rea,68,79.9,83,74.8,87,91,54,,,,,,,,7,21,16,6
UBCV-2021S-ASIA.csv,UBCV,2021,S,ASIA,351,,921,Modern Chinese Fiction in Translation,Meng Wu,33,75,75,70,81,90,55,,,,,,6,7,,7,,
UBCV-2021S-ASIA.csv,UBCV,2021,S,ASIA,354,,921,Introduction to Japanese Cinema,Ayaka Yoshimizu,63,75.3,76,68,85,95,32,,,,,,10,,12,8,12,
UBCV-2021S-ASIA.csv,UBCV,2021,S,ASIA,355,,921,History of Chinese Cinema,Christopher Rea,99,76,79,70,86,97,8,,,,6,6,6,13,12,15,21,10
UBCV-2021S-ASIA.csv,UBCV,2021,S,ASIA,355,,951,History of Chinese Cinema,Meng Wu,45,75.9,77,74,80,85,50,,,,,,,11,11,15,,
UBCV-2021S-ASIA.csv,UBCV,2021,S,ASIA,365,,951,Punjabi Cinema,Ranbir Johal,39,83.5,87,77.5,90,96,52,,,,,,,,,,13,11
UBCV-2021S-ASIA.csv,UBCV,2021,S,ASIA,371,,951,Foundations of Chinese Thought,Clayton Ashton,58,77.1,79.5,74,84.8,93,46,,,,,,,8,10,14,12,
UBCV-2021S-ASIA.csv,UBCV,2021,S,ASIA,375,,921,Global Chinese Cinemas,Dongchen Hou,61,80.1,83,77,88,95,18,,,,,,,,8,17,11,12
UBCV-2021S-ASIA.csv,UBCV,2021,S,ASIA,397,,951,The Idea of India,Harjot Singh Oberoi,33,85.7,86,85,88,89,79,,,,,,,,,7,25,
UBCV-2021S-ASIA.csv,UBCV,2021,S,ASIA,428,,921,Mughal India,Hasan Zahid Siddiqui,45,76,76,72,80,94,59,,,,,,,10,10,9,,
UBCV-2021S-ASIA.csv,UBCV,2021,S,ASIA,444,,951,Topics in Modern Japanese Fiction and Cultural History,Shota Iwasaki,53,78.5,81,76,83,92,40,,,,,,,,10,20,9,
UBCV-2021S-ASTR.csv,UBCV,2021,S,ASTR,311,,,Exploring the Universe: Stars and Galaxies,Jeremy Heyl,61,79.1,87,75,93,99,0,,,,,,,,,7,12,24
UBCV-2021S-ASTR.csv,UBCV,2021,S,ASTR,333,,981,Exoplanets and Astrobiology,Jeremy Heyl,99,81.9,84,77.5,89,99,0,,,,,,6,,16,21,27,20
UBCV-2021S-ASTU.csv,UBCV,2021,S,ASTU,160,,1,International Perspectives on Writing in the Social Sciences and Humanities,Nazih El-Bezre,23,80.7,82,78.5,83,86,73,,,,,,,,,15,,
UBCV-2021S-ASTU.csv,UBCV,2021,S,ASTU,260,,1,Knowledge Dissemination: Communicating Research to Public Audiences,David Gaertner,23,82,83,79.5,85,89,66,,,,,,,,,10,7,
UBCV-2021S-ATSC.csv,UBCV,2021,S,ATSC,113,,,Applied Meteorology,Douglas Mccollor;Roland Stull,82,89.3,94.5,83,98,100,38,,,,,,,,,9,6,54
UBCV-2021S-ATSC.csv,UBCV,2021,S,ATSC,113,,971,Applied Meteorology,Douglas Mccollor;Roland Stull,337,86.9,90,85,95,100,0,8,,,,,7,15,17,30,70,185
UBCV-2021S-AUDI.csv,UBCV,2021,S,AUDI,402,,,Neuroanatomy for Audiology and Speech-Language Pathology,Karen Wruck,59,77.1,79,70,86.5,98,9,,,,,,,7,7,8,9,12
UBCV-2021S-AUDI.csv,UBCV,2021,S,AUDI,546,A,941,Advanced Communication Sciences and Disorders,Reiko Anderson;Tiffany Visser,36,89.6,90,87,92.3,96,81,,,,,,,,,,13,19
UBCV-2021S-AUDI.csv,UBCV,2021,S,AUDI,565,C,933,Audiology Practicum I,Sasha Brown;Darlene Hicks,12,87.3,88,84,89,92,82,,,,,,,,,,6,
UBCV-2021S-AUDI.csv,UBCV,2021,S,AUDI,566,C,973,Audiology Practicum II,Sasha Brown;Darlene Hicks,11,86.3,87,85,87,95,82,,,,,,,,,,8,
UBCV-2021S-AUDI.csv,UBCV,2021,S,AUDI,590,C,933,Speech-Language Pathology Practicum I,Marcia Choi;Sandra Lynn Taylor,35,85.9,87,83,89,95,77,,,,,,,,,13,15,
UBCV-2021S-AUDI.csv,UBCV,2021,S,AUDI,591,C,973,Speech-Language Pathology Practicum II,Marcia Choi;Sandra Lynn Taylor,35,89.2,90,85,95,95,82,,,,,,,,,,11,19
UBCV-2021S-AUDI.csv,UBCV,2021,S,AUDI,593,C,973,Speech-Language Pathology Practicum III,Marcia Choi;Sandra Lynn Taylor,36,93.9,95,90,95,100,90,0,0,0,0,0,0,0,0,0,0,36
UBCV-2021S-AUDI.csv,UBCV,2021,S,AUDI,594,C,973,Speech-Language Pathology Practicum IV,Marcia Choi;Sandra Lynn Taylor,36,97.5,97.5,95,100,100,95,0,0,0,0,0,0,0,0,0,0,36
UBCV-2021S-BAAC.csv,UBCV,2021,S,BAAC,501,,301,Financial Statement Analysis I,Yifang Xie,31,84.2,84,80.5,87,93,77,,,,,,,,,15,10,
UBCV-2021S-BAAC.csv,UBCV,2021,S,BAAC,550,,820,Foundations in  Accounting,Sabrina Rai,31,82,84,76.5,86.5,95,67,,,,,,,,,6,10,
UBCV-2021S-BAAC.csv,UBCV,2021,S,BAAC,551,,300,Foundations in Accounting II,Kyla Gunderson,59,80.8,80,78,84,93,70,,,,,,,,14,29,10,
UBCV-2021S-BAAC.csv,UBCV,2021,S,BAAC,551,,,Foundations in Accounting II,Kyla Gunderson,32,80.8,82.5,73.8,85.5,97,65,,,,,,,7,,8,,7
UBCV-2021S-BAAC.csv,UBCV,2021,S,BAAC,551,,,Foundations in Accounting II,Kyla Gunderson,36,79.4,80.5,73.8,84.5,93,62,,,,,,,,6,11,7,
UBCV-2021S-BABS.csv,UBCV,2021,S,BABS,550,,,Application of Statistics in Management,Jonathan Berkowitz,33,85.8,87,84,90,95,60,,,,,,,,,9,13,9
UBCV-2021S-BABS.csv,UBCV,2021,S,BABS,550,,,Application of Statistics in Management,Jonathan Berkowitz,33,83.9,86,81,87,91,68,,,,,,,,,10,17,
UBCV-2021S-BAEN.csv,UBCV,2021,S,BAEN,505,,819,Entrepreneurial Finance,Richard Mackellar,26,77.9,79.5,70,83.8,98,39,,,,,,6,,,8,,
UBCV-2021S-BAEN.csv,UBCV,2021,S,BAEN,550,,,Fundamentals in Entrepreneurship,Fraser Pogue,56,80.8,80,80,82.3,86,76,,,,,,,,13,38,,
UBCV-2021S-BAFI.csv,UBCV,2021,S,BAFI,580,C,,Special Topics in Finance,Adlai Fisher,75,84.4,85,81.5,88,92,75,,,,,,,,8,21,36,7
UBCV-2021S-BAHR.csv,UBCV,2021,S,BAHR,505,,,Leadership,Wayne Rawcliffe,33,82.4,82,80,84,88,77,,,,,,,,,26,6,
UBCV-2021S-BAHR.csv,UBCV,2021,S,BAHR,505,,,Leadership,Wayne Rawcliffe,33,82.5,82,81,84,87,80,0,0,0,0,0,0,0,0,25,8,0
UBCV-2021S-BAHR.csv,UBCV,2021,S,BAHR,507,,,Two-Party Negotiations,Trevor Sones,56,81.1,80.5,77,85,93,67,,,,,,,7,15,14,15,
UBCV-2021S-BAHR.csv,UBCV,2021,S,BAHR,508,,819,Managing Change,Wayne Rawcliffe,31,81.3,82,80,83,86,67,,,,,,,,,24,,
UBCV-2021S-BAIT.csv,UBCV,2021,S,BAIT,510,,,Project Management in Delivering Business Solutions,Zorana Svedic,33,84.2,85,81,88,91,67,,,,,,,,,12,14,
UBCV-2021S-BAIT.csv,UBCV,2021,S,BAIT,510,,,Project Management in Delivering Business Solutions,Zorana Svedic,33,83.1,83,80,85,92,73,,,,,,,,,11,12,
UBCV-2021S-BAMA.csv,UBCV,2021,S,BAMA,505,,,Business Development,Nathanael Arney;Nathanael Christopher Arney,56,82.3,83,81,84,89,74,,,,,,,,,36,12,
UBCV-2021S-BAMA.csv,UBCV,2021,S,BAMA,508,,301,Marketing Research,Yi Qian,38,85,85,82,87,92,72,,,,,,,,,10,18,8
UBCV-2021S-BAMA.csv,UBCV,2021,S,BAMA,508,,,Marketing Research,Cluny South,32,83.4,82.5,78,86.3,96,74,,,,,,,,8,7,7,7
UBCV-2021S-BAMA.csv,UBCV,2021,S,BAMA,508,,,Marketing Research,Cluny South,33,82.2,81,77,88,94,71,,,,,,,,7,12,,7
